Name,Price,Rate,Rating_count,Details,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Alexandre.J Oscent Rouge,740 ,No-Rate,0,"['Alexandre.J', 'Unisex', 'Perfume', 'Charismatic', 'Soft Floral', '100 ml', '2017', 'Alcohol Denat., Parfum (Fragrance), Aqua (Water), Limonene, Coumarin, Linalool, Evernia Prunastri (Oakmoss) Extract, Citral, Alpha-Isomethyl-ionone, Citronellol, Benzyl Benzoate', 'Eau de Parfum', 'Bergamot, Lemon, Mandarin, Fig', 'Rose, Jasmine, White Wood, Sandalwood, Patchouli', 'Musk, Vanilla, Tonka Bean']",Alexandre.J,Unisex,Perfume,Charismatic,Soft_Floral,100_ml,2017,"Alcohol Denat., Parfum (Fragrance), Aqua (Water), Limonene, Coumarin, Linalool, Evernia Prunastri (Oakmoss) Extract, Citral, Alpha-Isomethyl-ionone, Citronellol, Benzyl Benzoate",Eau de Parfum,"Bergamot, Lemon, Mandarin, Fig","Turkish rose, saffron and iris",Patchouli and Myrrh Resin
Micallef Studio Vanille Patchouli,344 ,No-Rate,0,"['Micallef Studio', 'Unisex', 'Perfume', 'Sophisticated', 'Woody Oriental', '100 ml', 'Nutmeg, Saffron, Pink Pepper, Mandarin Orange, Ylang-Ylang, Praline, Jasmine, Patchouli, Sandalwood, Madagascar Vanilla, Musk', 'Eau de Parfum', 'Nutmeg, saffron, pink pepper, mandarin', 'ylang-ylang, praline, jasmine,', 'patchouli, sandalwood, Madagascar vanilla, musk.']",Micallef Studio,Unisex,Perfume,Sophisticated,Woody_Oriental,100_ml,2018,"Nutmeg, Saffron, Pink Pepper, Mandarin Orange, Ylang-Ylang, Praline, Jasmine, Patchouli, Sandalwood, Madagascar Vanilla, Musk",Eau de Parfum,"Nutmeg, saffron, pink pepper, mandarin","Camellia, Orris Root, Violet Leaf","moss, patchouli"
Liquides Imaginaires Phantasma EDP,875 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '2020', 'Ginger, woody notes, juniper, musk, cedar, yuzu, black tea', 'Eau de Parfum']",Liquides Imaginaires,Unisex,Perfume,Dynamic,Citrus,100_ml,2020,"Ginger, woody notes, juniper, musk, cedar, yuzu, black tea",Eau de Parfum,"Ginger, woody notes","Iris, Jasmine, Pink Pepper",Vetiver and Patchouli
Liquides Imaginaires Melancolia EDP,875 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', '2020', 'Musk, suede, ginger, bay leaf, lemongrass, cardamom, mint', 'Eau de Parfum']",Liquides Imaginaires,Unisex,Perfume,Extravagant,Aromatic,100_ml,2020,"Musk, suede, ginger, bay leaf, lemongrass, cardamom, mint",Eau de Parfum,"Musk, suede, ginger","Rose, Jasmine, White Wood, Sandalwood, Patchouli","Vanilla Absolute, Oud, Leather"
Liquides Imaginaires Buveur De Vent EDP,875 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', '2019', 'Sandalwood, bergamot, labdanum, fine grain, juniper, oakmoss, tarragon, cedar, sage, cypress, leather', 'Eau de Parfum']",Liquides Imaginaires,Unisex,Perfume,Extravagant,Aromatic,100_ml,2019,"Sandalwood, bergamot, labdanum, fine grain, juniper, oakmoss, tarragon, cedar, sage, cypress, leather",Eau de Parfum,"Sandalwood, bergamot, labdanum","ylang-ylang, praline, jasmine,","Turkish Rose Oil, Leather, Amber"
Liquides Imaginaires Tapis Volant EDP,875 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2019', 'Tonka bean, bergamot, spices, sandalwood, jasmine, orris', 'Eau de Parfum']",Liquides Imaginaires,Unisex,Perfume,Natural,Woody,100_ml,2019,"Tonka bean, bergamot, spices, sandalwood, jasmine, orris",Eau de Parfum,"Tonka bean, bergamot","juniper, musk, cedar","Vetiver, Musk, Amber, Patchouli, Vanilla."
Liquides Imaginaires Fleur De Sable EDP,875 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2019', 'Mandarin, orris root, black pepper, pink pepper, red pepper, myrrh, elegentin flowers', 'Eau de Parfum']",Liquides Imaginaires,Unisex,Perfume,Romantic,Floral,100_ml,2019,"Mandarin, orris root, black pepper, pink pepper, red pepper, myrrh, elegentin flowers",Eau de Parfum,"Mandarin, orris root","bay leaf, lemongrass","Musk, Vanilla, Tonka Bean"
Liquides Imaginaires Bête Humaine EDP,1200 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2021', 'Eau de Parfum', 'cumin, mastic, violet leaf, chestnut', 'sandalwood, Virginia cedar, labdanum, woody notes', 'Cypriol oil, guaiac wood, Haitian vetiver, pine Tree, papyrus']",Liquides Imaginaires,Unisex,Perfume,Natural,Woody,100_ml,2021,"cumin, mastic, violet leaf, chestnut",Eau de Parfum,"cumin, mastic, violet leaf, chestnut","fine grain, juniper, oakmoss","patchouli, sandalwood, Madagascar vanilla, musk."
Liquides Imaginaires Belle Bete EDP,1200 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2016', 'Eau de Parfum', 'Rhubarb, saffron, sage, red pepper, orris, hazelnut', 'Patchouli, coumarin, atlas cedar, coffee, cashmeran, vetiver', 'Costus flowers, musk, musk mallow, civet, beaver, suede']",Liquides Imaginaires,Unisex,Perfume,Natural,Woody,100_ml,2016,"Rhubarb, saffron, sage, red pepper, orris, hazelnut",Eau de Parfum,"Rhubarb, saffron, sage, red pepper, orris, hazelnut","Spices, sandalwood","yuzu, black tea"
Liquides Imaginaires Peau de Bete EDP,1200 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2016', 'Eau de Parfum', 'Black pepper, parsley, saffron, chamomile, cumin', 'Amyris, Herbs, Texas Cedar, Atlantic Cedar, Ambrarum, Patchouli, Patchouli Leaf, Guaiac Wood, Cypriol Oil, Styrax, Juniper', 'Castoreum, civet']",Liquides Imaginaires,Unisex,Perfume,Natural,Woody,100_ml,2016,"Black pepper, parsley, saffron, chamomile, cumin",Eau de Parfum,"Black pepper, parsley, saffron, chamomile, cumin","black pepper, pink pepper, red pepper","cardamom, mint"
Liquides Imaginaires Bloody Wood EDP,875 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2013', 'Eau de Parfum', 'Violet, rose, red wine', 'Raspberries, fruits, cherries, red wine', 'sandalwood, oak, wood']",Liquides Imaginaires,Unisex,Perfume,Natural,Woody,100_ml,2013,"Violet, rose, red wine",Eau de Parfum,"Violet, rose, red wine","sandalwood, Virginia cedar, labdanum, woody notes","tarragon, cedar, sage, cypress, leather"
Liquides Imaginaires Bello Rabelo EDP,875 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2013', 'Eau de Parfum', 'Dried fruits, red wine', 'Labdanum, Resins, Immortelles', 'Vanilla, benzine, woods']",Liquides Imaginaires,Unisex,Perfume,Natural,Woody,100_ml,2013,"Dried fruits, red wine",Eau de Parfum,"Dried fruits, red wine","Patchouli, coumarin, atlas cedar, coffee, cashmeran, vetiver"," jasmine, orris"
Liquides Imaginaires Désert Suave EDP,579 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Romantic', 'Floral', '50 ml', '2018', 'Rose, orange, cedar, cardamom, sesame, orange blossom, dates', 'Eau de Parfum']",Liquides Imaginaires,Unisex,Perfume,Romantic,Floral,50_ml,2018,"Rose, orange, cedar, cardamom, sesame, orange blossom, dates",Eau de Parfum,"Rose, orange, cedar","Amyris, Herbs, Texas Cedar, Atlantic Cedar, Ambrarum, Patchouli, Patchouli Leaf, Guaiac Wood, Cypriol Oil, Styrax, Juniper","myrrh, elegentin flowers"
Liquides Imaginaires Fleuve Tendre EDP,875 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '100 ml', '2017', 'Eau de Parfum', 'Black pepper, nutmeg, saffron, coriander, cumin, cardamom, orange', 'Petalia flowers, rose water, geranium, animal notes, musk', 'patchouli, tonka bean, suede, civet, incense, vetiver, musk']",Liquides Imaginaires,Unisex,Perfume,Charismatic,Oriental,100_ml,2017,"Black pepper, nutmeg, saffron, coriander, cumin, cardamom, orange",Eau de Parfum,"Black pepper, nutmeg, saffron, coriander, cumin, cardamom, orange","Raspberries, fruits, cherries, red wine","Cypriol oil, guaiac wood, Haitian vetiver, pine Tree, papyrus"
Liquides Imaginaires Ile Pourpre EDP,580 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '50 ml', '2016', 'Eau de Parfum', 'Bergamot, shiso, angelica, ginger', 'Fenugreek, wormwood, fig', 'Patchouli, Kashmiran, Cream, Ambroxan, Cedar']",Liquides Imaginaires,Unisex,Perfume,Charismatic,Oriental,50_ml,2016,"Bergamot, shiso, angelica, ginger",Eau de Parfum,"Bergamot, shiso, angelica, ginger","Labdanum, Resins, Immortelles","Costus flowers, musk, musk mallow, civet, beaver, suede"
Liquides Imaginaires Dom Rosa EDP,580 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Dynamic', 'Citrus', '50 ml', '2013', 'Eau de Parfum', 'Pear, pomelo, champagne', 'cloves, frankincense, damask rose', 'guaiac wood, vetiver, cedar, woods']",Liquides Imaginaires,Unisex,Perfume,Dynamic,Citrus,50_ml,2013,"Pear, pomelo, champagne",Eau de Parfum,"Pear, pomelo, champagne","Cardamom, sesame","Castoreum, civet"
Liquides Imaginaires Fortis EDP,875 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2011', 'Eau de Parfum', 'Cypriol oil, saffron, cumin, Oud', 'amyris, cedar, vetiver, guaiac wood', 'Musk, patchouli, vanilla, amber, sandalwood']",Liquides Imaginaires,Unisex,Perfume,Natural,Woody,100_ml,2011,"Cypriol oil, saffron, cumin, Oud",Eau de Parfum,"Cypriol oil, saffron, cumin, Oud","Petalia flowers, rose water, geranium, animal notes, musk","sandalwood, oak, wood"
Liquides Imaginaires Sancti EDP,580 ,No-Rate,0,"['Liquides Imaginaires', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '50 ml', '2011', 'Eau de Parfum', 'Tangerine, pomelo, bergamot, aldehydes, grapefruit', 'Lavender, Coriander, Pink Pepper, Nutmeg, Cardamom Seeds, Rosemary, Balsam Fir', 'Patchouli, amber, nutmeg, benzine, labdanum, cedar, myrrh, frankincense']",Liquides Imaginaires,Unisex,Perfume,Charismatic,Oriental,50_ml,2011,"Tangerine, pomelo, bergamot, aldehydes, grapefruit",Eau de Parfum,"Tangerine, pomelo, bergamot, aldehydes, grapefruit","Fenugreek, wormwood, fig","Vanilla, benzine, woods"
Memo Paris Escales Extraordinaires French Leather Rose Special Box EDP,913 ,No-Rate,0,"['Memo Paris', 'Unisex', 'Perfume', 'Natural', 'Floral Oriental', '75 ml', '2016', 'alcohol, perfum, aqua, t-butyl alcohol, citronellol, geraniol, linalool, eugenol, farnesol, c itral, benzyl alcohol, cinnamyl alcohol', 'Eau de Parfum', 'Lime, Pink Pepper', 'Rose Water, Rose', 'Suede Leather, White Musk']",Memo Paris,Unisex,Perfume,Natural,FloralOriental,75_ml,2016,"alcohol, perfum, aqua, t-butyl alcohol, citronellol, geraniol, linalool, eugenol, farnesol, c itral, benzyl alcohol, cinnamyl alcohol",Eau de Parfum,"Lime, Pink Pepper","cloves, frankincense, damask rose","orange blossom, dates"
Tom Ford White Suede EDP,1104 ,No-Rate,0,"['Tom Ford', 'Women', 'Perfume', 'Romantic', 'Floral', '50 ml', '2009', 'Thyme, Tea, lily-of-the-Valley, Saffron, Rose, Suede, Musk, Sandalwood, Amber, Olibanum', 'Eau de Parfum', 'Thyme, Tea', 'lily-of-the-Valley, Saffron, Rose', 'Suede, Musk, Sandalwood, Amber, Olibanum']",Tom Ford,Women,Perfume,Romantic,Floral,50_ml,2009,"Thyme, Tea, lily-of-the-Valley, Saffron, Rose, Suede, Musk, Sandalwood, Amber, Olibanum",Eau de Parfum,"Thyme, Tea","amyris, cedar, vetiver, guaiac wood","patchouli, tonka bean, suede, civet, incense, vetiver, musk"
Tom Ford Costa Azzura EDP,569 ,No-Rate,0,"['Tom Ford', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '50 ml', '2014', 'Seaweed, Driftwood, Agarwood (Oud), Ambrette (Muskmallow), Celery seeds, Cardamom, Juniper, Myrtle, Lavender, Lemon, Yellow Mandarin, Artemisia, Mastic or Lentisque, Olibanum, Incense, Vanilla, Vetiver, Oak.', 'Eau de Parfum', 'Seaweed, Driftwood, Agarwood (Oud), Ambrette (Muskmallow), Celery seeds, Cardamom', 'Juniper, Myrtle, Lavender, Lemon, Yellow Mandarin, Artemisia', 'Mastic or Lentisque, Olibanum, Incense, Vanilla, Vetiver, Oak.']",Tom Ford,Unisex,Perfume,Extravagant,Aromatic,50_ml,2014,"Seaweed, Driftwood, Agarwood (Oud), Ambrette (Muskmallow), Celery seeds, Cardamom, Juniper, Myrtle, Lavender, Lemon, Yellow Mandarin, Artemisia, Mastic or Lentisque, Olibanum, Incense, Vanilla, Vetiver, Oak.",Eau de Parfum,"Seaweed, Driftwood, Agarwood (Oud), Ambrette (Muskmallow), Celery seeds, Cardamom","Lavender, Coriander, Pink Pepper, Nutmeg, Cardamom Seeds, Rosemary, Balsam Fir","Patchouli, Kashmiran, Cream, Ambroxan, Cedar"
Widian Aj Arabia New York EDP,1130 ,No-Rate,0,"['Widian', 'Unisex', 'Perfume', 'Natural', 'Woody', '50 ml', '2019', 'Yellow Mandarin, Juniper, Lavender, Bergamot, Pink Pepper, Coriander, Rose, Caramel, Geranium, Patchouli, Jasmine, Orris, White Musk, Tonka Bean, White Amber, Tobacco, Haitian Vetiver, Frankincense, Amber.', 'Eau de Parfum', 'Yellow Mandarin, Juniper, Lavender, Bergamot, Pink Pepper, Coriander', 'Rose, Caramel, Geranium, Patchouli, Jasmine, Orris', 'White Musk, Tonka Bean, White Amber, Tobacco, Haitian Vetiver, Frankincense, Amber.']",Widian,Unisex,Perfume,Natural,Woody,50_ml,2019,"Yellow Mandarin, Juniper, Lavender, Bergamot, Pink Pepper, Coriander, Rose, Caramel, Geranium, Patchouli, Jasmine, Orris, White Musk, Tonka Bean, White Amber, Tobacco, Haitian Vetiver, Frankincense, Amber.",Eau de Parfum,"Yellow Mandarin, Juniper, Lavender, Bergamot, Pink Pepper, Coriander","Rose Water, Rose","guaiac wood, vetiver, cedar, woods"
Tom Ford Soleil Neige EDP,1662 ,No-Rate,0,"['Tom Ford', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2019', 'Bergamot, Carrot Seed, Orange Blossom, White Flowers, Jasmine, Rose, Turkish Rose, Benzoin, Vanilla, Labdanum.', 'Eau de Parfum', 'Bergamot, Carrot Seed', 'Orange Blossom, White Flowers, Jasmine, Rose, Turkish Rose', 'Benzoin, Vanilla, Labdanum.']",Tom Ford,Unisex,Perfume,Romantic,Floral,100_ml,2019,"Bergamot, Carrot Seed, Orange Blossom, White Flowers, Jasmine, Rose, Turkish Rose, Benzoin, Vanilla, Labdanum.",Eau de Parfum,"Bergamot, Carrot Seed","lily-of-the-Valley, Saffron, Rose","Musk, patchouli, vanilla, amber, sandalwood"
Tom Ford Tubéreuse Nue EDP,1495 ,No-Rate,0,"['Tom Ford', 'Unisex', 'Perfume', 'Romantic', 'Floral', '50 ml', '2021', 'Sichuan Pepper, Lily, Jasmine, Tuberose, Cocoa, Styrax, Benzoin, Suede, Musk, Agarwood, Tonka Bean', 'Eau de Parfum', 'Sichuan Pepper, Lily, Jasmine', 'Tuberose, Cocoa, Styrax, Benzoin', 'Suede, Musk, Agarwood, Tonka Bean']",Tom Ford,Unisex,Perfume,Romantic,Floral,50_ml,2021,"Sichuan Pepper, Lily, Jasmine, Tuberose, Cocoa, Styrax, Benzoin, Suede, Musk, Agarwood, Tonka Bean",Eau de Parfum,"Sichuan Pepper, Lily, Jasmine","Juniper, Myrtle, Lavender, Lemon, Yellow Mandarin, Artemisia","Patchouli, amber, nutmeg, benzine, labdanum, cedar, myrrh, frankincense"
Tiziana Terenzi Delox Extrait de Parfum,826 ,No-Rate,0,"['Tiziana Terenzi', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2017', 'Extrait de Parfum', 'Coffee, White Hyacinth, Iris', 'Turkish Rose, Vanilla', 'Honey, White Musk, Amber, Cedar.']",Tiziana Terenzi,Unisex,Perfume,Romantic,Floral,100_ml,2017,Extrait de Parfum,,"Coffee, White Hyacinth, Iris","Rose, Caramel, Geranium, Patchouli, Jasmine, Orris","Suede Leather, White Musk"
Roja Dove Elysium Pour Homme EDC,1812 ,No-Rate,0,"['Roja', 'Men', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '2017', 'Eau de Cologne', 'Grapefruit, Lemon, Bergamot, Thyme, Galbanum, Mugworts', 'Vetiver, Juniper Berries, Black Currant, Apple, Pink Pepper, Cedar, Jasmine, Cypriol Or Nagarmotha Oil, Lily Of The Valley, Rose', 'Amber, Leather, Vanilla, Benzoin, Labdanum .']",Roja,Men,Perfume,Dynamic,Citrus,100_ml,2017,"Grapefruit, Lemon, Bergamot, Thyme, Galbanum, Mugworts",Eau de Cologne,"Grapefruit, Lemon, Bergamot, Thyme, Galbanum, Mugworts","Orange Blossom, White Flowers, Jasmine, Rose, Turkish Rose","Suede, Musk, Sandalwood, Amber, Olibanum"
Prada Un Chant D’Amour EDP,942 ,No-Rate,0,"['Prada', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2015', 'Eau de Parfum', 'Orange Blossom, Bergamot', 'Cotton Flower, Neroli, Jasmine, Lily of the Valley', 'Musk, Benzoin.']",Prada,Unisex,Perfume,Romantic,Floral,100_ml,2015,"Orange Blossom, Bergamot, Cotton Flower, Neroli, Jasmine, Lily of the Valley, Musk, Benzoin.",Eau de Parfum,"Orange Blossom, Bergamot","Tuberose, Cocoa, Styrax, Benzoin","Mastic or Lentisque, Olibanum, Incense, Vanilla, Vetiver, Oak."
Prada Nue au Soleil EDP,942 ,No-Rate,0,"['Prada', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2015', 'Eau de Parfum', 'Aldehydes, Petitgrain', 'Neroli, Freesia, Green Notes, Magnolia', 'White Musk, Patchouli, Amber']",Prada,Unisex,Perfume,Romantic,Floral,100_ml,2015,"Aldehydes, Petitgrain, Neroli, Freesia, Green Notes, Magnolia, White Musk, Patchouli, Amber",Eau de Parfum,"Aldehydes, Petitgrain","Turkish Rose, Vanilla","White Musk, Tonka Bean, White Amber, Tobacco, Haitian Vetiver, Frankincense, Amber."
Prada Marienbad EDP,942 ,No-Rate,0,"['Prada', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2015', 'Eau de Parfum', 'Vanilla', 'Incense, Styrax', 'Amber']",Prada,Unisex,Perfume,Natural,Woody,100_ml,2015,"Vanilla, Incense, Styrax, Amber",Eau de Parfum,Vanilla,"Vetiver, Juniper Berries, Black Currant, Apple, Pink Pepper, Cedar, Jasmine, Cypriol Or Nagarmotha Oil, Lily Of The Valley, Rose","Benzoin, Vanilla, Labdanum."
Prada Heat Wave EDP,942 ,No-Rate,0,"['Prada', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2015', 'Eau de Parfum', 'Ylang-ylang, Davana', 'Tuberose, Datura', 'Frangipani, Vanilla.']",Prada,Unisex,Perfume,Romantic,Floral,100_ml,2015,"Ylang-ylang, Davana, Tuberose, Datura, Frangipani, Vanilla.",Eau de Parfum,"Ylang-ylang, Davana","Cotton Flower, Neroli, Jasmine, Lily of the Valley","Suede, Musk, Agarwood, Tonka Bean"
Prada Double Dare EDP,942 ,No-Rate,0,"['Prada', 'Unisex', 'Perfume', 'Classical', 'Leather', '100 ml', '2015', 'Eau de Parfum', 'Bergamot, Pepper, Pink Pepper', 'Orris, Labdanum, Rose', 'Leather, Tolu Balsam, Amber, Vanilla, Patchouli']",Prada,Unisex,Perfume,Classical,Leather,100_ml,2015,"Bergamot, Pepper, Pink Pepper, Orris, Labdanum, Rose, Leather, Tolu Balsam, Amber, Vanilla, Patchouli",Eau de Parfum,"Bergamot, Pepper, Pink Pepper","Neroli, Freesia, Green Notes, Magnolia","Honey, White Musk, Amber, Cedar."
Penhaligon's Babylon EDP,1275 ,No-Rate,0,"[""Penhaligon's"", 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2019', 'Eau de Parfum', 'Nutmeg, Saffron, Coriander', 'Cypriol Or Nagarmotha Oil', 'Vanilla, Cedarwood, Sandalwood.']",Penhaligon's,Unisex,Perfume,Natural,Woody,100_ml,2019,"Nutmeg, Saffron, Coriander, Cypriol Or Nagarmotha Oil, Vanilla, Cedarwood, Sandalwood.",Eau de Parfum,"Nutmeg, Saffron, Coriander","Incense, Styrax","Amber, Leather, Vanilla, Benzoin, Labdanum ."
Penhaligon's The Inimitable William Penhaligon EDP,1159 ,No-Rate,0,"[""Penhaligon's"", 'Men', 'Perfume', 'Natural', 'Woody', '75 ml', '2020', 'Eau de Parfum', 'Bergamot, Jasmine', 'Incense, Vetiver, Cedarwood', 'Sandalwood, Ambroxan.']",Penhaligon's,Men,Perfume,Natural,Woody,75_ml,2020,"Bergamot, Jasmine, Incense, Vetiver, Cedarwood, Sandalwood, Ambroxan.",Eau de Parfum,"Bergamot, Jasmine","Tuberose, Datura","Musk, Benzoin."
Penhaligon's As Sawira EDP,942 ,No-Rate,0,"[""Penhaligon's"", 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2015', 'Eau de Parfum', 'Saffron, Bergamot', 'Rose, Carnation, Jasmine,', 'Agarwood, Myrrh, Woody Notes, Amber, Labdanum']",Penhaligon's,Unisex,Perfume,Natural,Woody,100_ml,2015,"Saffron, Bergamot, Rose, Carnation, Jasmine,Agarwood, Myrrh, Woody Notes, Amber, Labdanum",Eau de Parfum,"Saffron, Bergamot","Orris, Labdanum, Rose","White Musk, Patchouli, Amber"
Penhaligon's Eau Sans Pareil EDT,681 ,No-Rate,0,"[""Penhaligon's"", 'Women', 'Perfume', 'Natural', 'Woody', '100 ml', '2011', 'Eau de Toilette', 'Raspberry, Cypress, Aldehydes, Pineapple, Kumquat, Taget, Bergamot, Mandarin, Neroli', 'Rose, Ylang-ylang, Jasmine, Orris Root, Carnation, African Orange Flower, Lily Of The Valley, Licorice', 'Oak Moss, Vetiver, Patchouli, Amber Vanilla, Musk, Virginia Cedar, Benzoin, French Labdanum.']",Penhaligon's,Women,Perfume,Natural,Woody,100_ml,2011,"Raspberry, Cypress, Aldehydes, Pineapple, Kumquat, Taget, Bergamot, Mandarin, Neroli",Eau de Toilette,"Raspberry, Cypress, Aldehydes, Pineapple, Kumquat, Taget, Bergamot, Mandarin, Neroli",Cypriol Or Nagarmotha Oil,Amber
Louis Vuitton Mille Feux EDP,2681 ,No-Rate,0,"['Louis Vuitton', 'Women', 'Perfume', 'Classical', 'Leather', '200 ml', '2016', 'Eau de Parfum', 'Raspberry, Bergamot', 'Saffron, Rose, Osmanthus, Orris, Jasmine', 'Leather, Orris root, Sandalwood, Moss, Patchouli.']",Louis Vuitton,Women,Perfume,Classical,Leather,200_ml,2016,"Raspberry, Bergamot, Saffron, Rose, Osmanthus, Orris, Jasmine, Leather, Orris root, Sandalwood, Moss, Patchouli.",Eau de Parfum,"Raspberry, Bergamot","Incense, Vetiver, Cedarwood","Frangipani, Vanilla."
Guru Intuition EDP,478 ,No-Rate,0,"['Guru', 'Unisex', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '2017', 'Eau de Parfum', 'Bergamot, Mandarin Orange, Violet, Ginger, Basil', 'Grapefruit, Neroli, Tobacco, Black Pepper', 'Amber, Cedar, Patchouli, Oakmoss, Leather.']",Guru,Unisex,Perfume,Dynamic,Citrus,100_ml,2017,"Bergamot, Mandarin Orange, Violet, Ginger, Basil, Grapefruit, Neroli, Tobacco, Black Pepper, Amber, Cedar, Patchouli, Oakmoss, Leather.",Eau de Parfum,"Bergamot, Mandarin Orange, Violet, Ginger, Basil","Rose, Carnation, Jasmine,","Leather, Tolu Balsam, Amber, Vanilla, Patchouli"
Guru Essence EDP,478 ,No-Rate,0,"['Guru', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2017', 'Eau de Parfum', 'Bulgarian Rose, Nutmeg, Coriander', 'Guaiac Wood, Leather, Agarwood, Vanilla', 'Australian Sandalwood, Amber, Benzoin.']",Guru,Unisex,Perfume,Natural,Woody,100_ml,2017,"Bulgarian Rose, Nutmeg, Coriander, Guaiac Wood, Leather, Agarwood, Vanilla, Australian Sandalwood, Amber, Benzoin.",Eau de Parfum,"Bulgarian Rose, Nutmeg, Coriander","Rose, Ylang-ylang, Jasmine, Orris Root, Carnation, African Orange Flower, Lily Of The Valley, Licorice","Vanilla, Cedarwood, Sandalwood."
Guru Egos EDP,478 ,No-Rate,0,"['Guru', 'Unisex', 'Perfume', 'Extravagant', 'Fruity', '100 ml', '2017', 'Eau de Parfum', 'Fruity Notes', 'Ylang-ylang, Jasmine', 'Amber, Musk, Patchouli.']",Guru,Unisex,Perfume,Extravagant,Fruity,100_ml,2017,"Fruity Notes, Ylang-ylang, Jasmine, Amber, Musk, Patchouli.",Eau de Parfum,Fruity Notes,"Saffron, Rose, Osmanthus, Orris, Jasmine","Sandalwood, Ambroxan."
Guerlain Santal Royal Hair Mist,464 ,No-Rate,0,"['Guerlain', 'Unisex', 'Hair Mist', 'Natural', 'Woody', '75 ml', 'Orange Blossom, Jasmine', 'Peach, Rose, Cinnamon', 'Sandalwood, Leather Notes, Amber Notes, Oud, Musk']",Guerlain,Unisex,Hair Mist,Natural,Woody,75_ml,2016,"Orange Blossom, Jasmine, Peach, Rose, Cinnamon, Sandalwood, Leather Notes, Amber Notes, Oud, Musk",Unknown,"Orange Blossom, Jasmine","Grapefruit, Neroli, Tobacco, Black Pepper","Agarwood, Myrrh, Woody Notes, Amber, Labdanum"
Dolce & Gabbana Velvet Black Patchouli EDP,1522 ,No-Rate,0,"['Dolce&Gabbana', 'Unisex', 'Perfume', 'Natural', 'Woody', '150 ml', '2021', 'Eau de Parfum', 'Blood Orange, Davana, Sedge', 'Patchouli, Clary Sage, Coriander', 'Caramel, Vanilla, Tonka Bean.']",Dolce&Gabbana,Unisex,Perfume,Natural,Woody,150_ml,2021,"Blood Orange, Davana, Sedge, Patchouli, Clary Sage, Coriander, Caramel, Vanilla, Tonka Bean.",Eau de Parfum,"Blood Orange, Davana, Sedge","Guaiac Wood, Leather, Agarwood, Vanilla","Oak Moss, Vetiver, Patchouli, Amber Vanilla, Musk, Virginia Cedar, Benzoin, French Labdanum."
Diptyque Eau des Sens EDT,1000 ,No-Rate,0,"['Diptyque', 'Unisex', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '2016', 'Eau de Toilette', 'Neroli, Bitter Orange', 'Juniper Berries', 'Angelica, Patchouli.']",Diptyque,Unisex,Perfume,Dynamic,Citrus,100_ml,2016,"Neroli, Bitter Orange, Juniper Berries,Angelica, Patchouli.",Eau de Toilette,"Neroli, Bitter Orange","Ylang-ylang, Jasmine","Leather, Orris root, Sandalwood, Moss, Patchouli."
