Name,Price,Rate,Rating_count,Details,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Diptyque 34 boulevard Saint Germain EDT,739 ,No-Rate,0,"['Diptyque', 'Unisex', 'Perfume', 'Romantic', 'Floral', '50 ml', '2011', 'Eau de Toilette', 'Clove, Cinnamon, Black Currant, Cardamom, Fig Leaf, Pink Pepper, Green Notes, Citrus', 'Geranium, Tuberose, Orris, Rose, Violet', 'Resin, Woods, Eucalyptus.']",Diptyque,Unisex,Perfume,Romantic,Floral,50_ml,2011,"Clove, Cinnamon, Black Currant, Cardamom, Fig Leaf, Pink Pepper, Green Notes, Citrus",Eau de Toilette,"Clove, Cinnamon, Black Currant, Cardamom, Fig Leaf, Pink Pepper, Green Notes, Citrus","Peach, Rose, Cinnamon","Amber, Cedar, Patchouli, Oakmoss, Leather."
V Canto Arsenico Extrait de Parfum,1432 ,No-Rate,0,"['V Canto', 'Unisex', 'Perfume', 'Extravagant', 'Fruity', '100 ml', '2017', 'Extrait de Parfum', 'Apple, Pineapple, Red Currant, Bergamot', 'Cedar, Birch, Patchouli, Cypriol Or Nagarmotha Oil, Benzoin, Tonka Bean, Jasmine', 'Oak Moss, Musk, Amber.']",V Canto,Unisex,Perfume,Extravagant,Fruity,100_ml,2017,"Apple, Pineapple, Red Currant, Bergamot, Cedar, Birch, Patchouli, Cypriol Or Nagarmotha Oil, Benzoin, Tonka Bean, Jasmine, Oak Moss, Musk, Amber.",Extrait de Parfum,"Apple, Pineapple, Red Currant, Bergamot","Patchouli, Clary Sage, Coriander","Australian Sandalwood, Amber, Benzoin."
V Canto Curaro Extrait de Parfum,1432 ,No-Rate,0,"['V Canto', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2018', 'Extrait de Parfum', 'Patchouli, Iris, Magnolia, Jasmine', 'Oud, Vetiver, Cinnamon, Amyris, Sandalwood, Tonka Bean, Rose', 'Caramel, Patchouli, Cambodian Oud, Benzoin, Vanilla, Orris Root, Cedarwood.']",V Canto,Unisex,Perfume,Natural,Woody,100_ml,2018,"Patchouli, Iris, Magnolia, Jasmine, Oud, Vetiver, Cinnamon, Amyris, Sandalwood, Tonka Bean, Rose, Caramel, Patchouli, Cambodian Oud, Benzoin, Vanilla, Orris Root, Cedarwood.",Extrait de Parfum,"Patchouli, Iris, Magnolia, Jasmine",Juniper Berries,"Amber, Musk, Patchouli."
Simone Andreoli Sentosa EDP,941 ,No-Rate,0,"['Simone Andreoli', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2011', 'Pink Pepper, Cinnamon, Sandalwood, Vanilla, Patchouli, Amber, Labdanum.', 'Eau de Parfum', 'Pink Pepper, Cinnamon', 'Sandalwood, Vanilla, Patchouli', 'Amber, Labdanum.']",Simone Andreoli,Unisex,Perfume,Natural,Woody,100_ml,2011,"Pink Pepper, Cinnamon, Sandalwood, Vanilla, Patchouli, Amber, Labdanum.",Eau de Parfum,"Pink Pepper, Cinnamon","Geranium, Tuberose, Orris, Rose, Violet","Sandalwood, Leather Notes, Amber Notes, Oud, Musk"
Simone Andreoli Business Man EDP,941 ,No-Rate,0,"['Simone Andreoli', 'Men', 'Perfume', 'Dynamic', 'Green', '100 ml', '2011', 'Grapefruit, Black Currant, Cassis Leaves, Grass, Vetiver', 'Eau de Parfum']",Simone Andreoli,Men,Perfume,Dynamic,Green,100_ml,2011,"Grapefruit, Black Currant, Cassis Leaves, Grass, Vetiver",Eau de Parfum,"Grapefruit, Black Currant","Cedar, Birch, Patchouli, Cypriol Or Nagarmotha Oil, Benzoin, Tonka Bean, Jasmine","Caramel, Vanilla, Tonka Bean."
Goutal Paris Tenue de Soirée Set (EDP 100 ml + Universal Cream 75 ml),839 ,No-Rate,0,"['Eau de Parfum', 'Goutal Paris', 'Women', 'Perfume Set', 'Sophisticated', 'Woody', '2016', 'Red Fruits, Iris, Patchouli']",Goutal Paris,Women,Perfume,Sophisticated,Woody,100_ml,2016,"Red Fruits, Iris, Patchouli",Eau de Parfum,Red Fruits,"Oud, Vetiver, Cinnamon, Amyris, Sandalwood, Tonka Bean, Rose","Angelica, Patchouli."
Goutal Paris Petite Chérie Set (EDP 100 ml + Universal Cream 75 ml),839 ,No-Rate,0,"['Eau de Parfum', 'Goutal Paris', 'Women', 'Perfume Set', 'Sensual', 'Fruity', '1998', 'Pear, Peach, Rose, Vanilla, Fresh herbs']",Goutal Paris,Women,Perfume,Sensual,Fruity,100_ml,1998,"Pear, Peach, Rose, Vanilla, Fresh herbs",Eau de Parfum,"Pear, Peach","Sandalwood, Vanilla, Patchouli","Resin, Woods, Eucalyptus."
Goutal Paris Eau d'Hadrien Set (EDP 100 ml + Universal Cream 75 ml),839 ,No-Rate,0,"['Eau de Parfum', 'Goutal Paris', 'Unisex', 'Perfume Set', 'Extravagant', 'Citrus', '1980', 'Lemon, Grapefruit, Tangerine, Bergamot, Ylang-ylang, Cedar']",Goutal Paris,Unisex,Perfume,Extravagant,Citrus,100_ml,1980,"Lemon, Grapefruit, Tangerine, Bergamot, Ylang-ylang, Cedar",Eau de Parfum,"Lemon, Grapefruit",Cassis Leaves,"Oak Moss, Musk, Amber."
Caron Pour Un Homme De Caron Set (EDT 125 ml + Perfumed Deodorant Spray 200 ml),540 ,No-Rate,0,"['Eau de Toilette', 'Caron', 'Men', 'Perfume Set', 'Charismatic', 'Aromatic', '1934', 'Amber, Musk, Lavender, Vanilla', 'Lavender', 'Vanilla', 'Amber, Musk']",Caron,Men,Perfume,Charismatic,Aromatic,100_ml,1934,"Amber, Musk, Lavender, Vanilla",Eau de Toilette,Lavender,Iris,"Caramel, Patchouli, Cambodian Oud, Benzoin, Vanilla, Orris Root, Cedarwood."
Floris London Chypress EDT,584 ,No-Rate,0,"['Floris London', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2017', 'Eau de Toilette', 'Neroli, Bergamot, Lemon, Sweet Orange, Jasmine', 'Ylang-ylang, Rose, Osmanthus', 'Vanilla, Musk, Patchouli, Amber.']",Floris London,Unisex,Perfume,Romantic,Floral,100_ml,2017,"Neroli, Bergamot, Lemon, Sweet Orange, Jasmine, Ylang-ylang, Rose, Osmanthus, Vanilla, Musk, Patchouli, Amber.",Eau de Toilette,"Neroli, Bergamot, Lemon, Sweet Orange, Jasmine","Rose, Vanilla","Amber, Labdanum."
Eisenberg Cuir D'Orient Secret VI EDP,700 ,No-Rate,0,"['Eisenberg', 'Men', 'Perfume', 'Classical', 'Leather', '100 ml', '2017', 'Alcohol Denat. - Parfum (Fragrance) - Aqua (Water) - Linalool - Limonene - Citronellol - Geraniol - Methyl 2-octynoate - Ci 19140 (Yellow 5) - Ci 17200 (Red 33) - Ci 42090 (Blue 1).', 'Eau de Parfum', 'Raspberry, Cassis, Pepper, Saffron, Leather, Incense, Violet, Rose, Jasmine, Praline, Amber, Pleasant Rosewood, Labdanum, Sandalwood, Musk.', 'Leather, Incense, Violet, Rose, Jasmine', 'Praline, Amber, Pleasant Rosewood, Labdanum, Sandalwood, Musk.']",Eisenberg,Men,Perfume,Classical,Leather,100_ml,2017,Alcohol Denat. - Parfum (Fragrance) - Aqua (Water) - Linalool - Limonene - Citronellol - Geraniol - Methyl 2-octynoate - Ci 19140 (Yellow 5) - Ci 17200 (Red 33) - Ci 42090 (Blue 1).,Eau de Parfum,"Raspberry, Cassis, Pepper, Saffron, Leather, Incense, Violet, Rose, Jasmine, Praline, Amber, Pleasant Rosewood, Labdanum, Sandalwood, Musk.","Tangerine, Bergamot","Grass, Vetiver"
Eisenberg Cuir D'Orient Secret VI EDP,700 ,No-Rate,0,"['Eisenberg', 'Women', 'Perfume', 'Classical', 'Leather', '100 ml', '2017', 'Alcohol Denat. - Parfum (Fragrance) - Aqua (Water) - Linalool - Limonene - Citronellol - Geraniol - Methyl 2-octynoate - Ci 19140 (Yellow 5) - Ci 17200 (Red 33) - Ci 42090 (Blue 1).', 'Eau de Parfum', 'Raspberry, saffron, cassis, pepper, leather, incense, rose, violet, jasmine, palisander rosewood, amber, labdanum, sandalwood, musk, praline.', 'leather, incense, rose, violet, jasmine', 'Rosewood, amber, labdanum, sandalwood, musk, praline.']",Eisenberg,Women,Perfume,Classical,Leather,100_ml,2017,Alcohol Denat. - Parfum (Fragrance) - Aqua (Water) - Linalool - Limonene - Citronellol - Geraniol - Methyl 2-octynoate - Ci 19140 (Yellow 5) - Ci 17200 (Red 33) - Ci 42090 (Blue 1).,Eau de Parfum,"Raspberry, saffron, cassis, pepper, leather, incense, rose, violet, jasmine, palisander rosewood, amber, labdanum, sandalwood, musk, praline.",Vanilla,Patchouli
Arquiste The Architects Club EDP,1035 ,No-Rate,0,"['Arquiste', 'Unisex', 'Perfume', 'Sophisticated', 'Woody Oriental', '100 ml', '2012', 'Hercules Club Wood, Bitter Orange, Amber, Angelica, Lemon, Oak, Juniper Berries, Guaiac Wood, Vanilla', 'Eau de Parfum']",Arquiste,Unisex,Perfume,Sophisticated,Woody_Oriental,100_ml,2012,"Hercules Club Wood, Bitter Orange, Amber, Angelica, Lemon, Oak, Juniper Berries, Guaiac Wood, Vanilla",Eau de Parfum,"Hercules Club Wood, Bitter Orange, Amber","Ylang-ylang, Rose, Osmanthus",Fresh herbs
Arquiste Flor Y Canto EDP,1035 ,No-Rate,0,"['Arquiste', 'Unisex', 'Perfume', 'Sensual', 'Floral', '100 ml', '2012', 'Tagets, Frangipani, Magnolia, Tuberose', 'Eau de Parfum']",Arquiste,Unisex,Perfume,Sensual,Floral,100_ml,2012,"Tagets, Frangipani, Magnolia, Tuberose",Eau de Parfum,Tagets,"Leather, Incense, Violet, Rose, Jasmine","Ylang-ylang, Cedar"
Atkinsons Rose In Wonderland Perfume Oil,653 ,No-Rate,0,"['Atkinsons', 'Unisex', 'Perfume Oil', 'Sensual', 'Floral', '30 ml', '2019', 'Alcohol Denat. (Sd Alcohol 39-c), Aqua (Water), Parfum (Fragrance), Ethylhexyl Methoxycinnamate, Geraniol, Citronellol, Limonene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Linalool, Citral, Farnesol, Eugenol, Ci 15985 (Yellow 6), Ci 60730 (Ext', 'Perfume Oil', 'Rose Dew, Black Currant Buds', 'Geranium, Rose Senifolia', 'Vetiver, Crystal Amber.']",Atkinsons,Unisex,Perfume Oil,Sensual,Floral,30_ml,2019,"Alcohol Denat. (Sd Alcohol 39-c), Aqua (Water), Parfum (Fragrance), Ethylhexyl Methoxycinnamate, Geraniol, Citronellol, Limonene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Linalool, Citral, Farnesol, Eugenol, Ci 15985 (Yellow 6), Ci 60730 (Ext",Perfume Oil,"Rose Dew, Black Currant Buds","leather, incense, rose, violet, jasmine","Amber, Musk"
Atkinsons Oud Save The Queen Perfume Oil,653 ,No-Rate,0,"['Atkinsons', 'Unisex', 'Perfume Oil', 'Sensual', 'Floral', '30 ml', '2019', 'Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Coumarin, Limonene, Linalool, Citronellol, Citral, Eugenol, Geraniol.', 'Perfume Oil', 'Bergamot', 'Carnation, Orange Blossom, Jasmine', 'Guaiac Wood, Oud, Patchouli']",Atkinsons,Unisex,Perfume Oil,Sensual,Floral,30_ml,2019,"Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Coumarin, Limonene, Linalool, Citronellol, Citral, Eugenol, Geraniol.",Perfume Oil,Bergamot,"Angelica, Lemon, Oak","Vanilla, Musk, Patchouli, Amber."
Atkinsons 24 Old Bond Street Triple Extract Perfume Oil,653 ,No-Rate,0,"['Atkinsons', 'Unisex', 'Perfume Oil', 'Natural', 'Woody', '30 ml', '2014', 'Alcohol Denat. (Sd Alcohol 39-c), Aqua (Water), Parfum (Fragrance), Alpha-isomethyl Ionone, Limonene, Linalool, Coumarin, Citronellol, Benzyl Alcohol, Isoeugenol, Citral, Benzyl Benzoate, Geraniol.', 'Perfume Oil', 'Juniper berries, Cardamom', 'Whiskey, Rose', 'Black Tea, Amber, Musk, Cedarwood.']",Atkinsons,Unisex,Perfume Oil,Natural,Woody,30_ml,2014,"Alcohol Denat. (Sd Alcohol 39-c), Aqua (Water), Parfum (Fragrance), Alpha-isomethyl Ionone, Limonene, Linalool, Coumarin, Citronellol, Benzyl Alcohol, Isoeugenol, Citral, Benzyl Benzoate, Geraniol.",Perfume Oil,"Juniper berries, Cardamom",Frangipani,"Praline, Amber, Pleasant Rosewood, Labdanum, Sandalwood, Musk."
Profumo di Pantelleria Aire EDP,828 ,No-Rate,0,"['Profumo di Pantelleria', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', '2004', 'Citruses, White Tea, Kiwi, Cedar, Jasmine, Iris, White Pepper, White Musk, Yerbamate, Tonka bean.', 'Eau de Parfum', 'Citrus, White Tea, Kiwi, Rice', 'Jasmine, Iris, White Pepper', 'White Musk, Tonka Bean.']",Profumo di Pantelleria,Unisex,Perfume,Extravagant,Aromatic,100_ml,2004,"Citruses, White Tea, Kiwi, Cedar, Jasmine, Iris, White Pepper, White Musk, Yerbamate, Tonka bean.",Eau de Parfum,"Citrus, White Tea, Kiwi, Rice","Geranium, Rose Senifolia","Rosewood, amber, labdanum, sandalwood, musk, praline."
Profumo di Pantelleria Passum EDP,828 ,No-Rate,0,"['Profumo di Pantelleria', 'Unisex', 'Perfume', 'Classical', 'Leather', '100 ml', '2012', 'Myrrh, Hazelnut, Incense, Iris, Sandalwood, Patchouli, Leather, White Musk, Labdanum', 'Eau de Parfum', 'Myrrh, Hazelnut, Incense', 'iris, Sandalwood, Patchouli', 'Leather, White Musk, Labdanum']",Profumo di Pantelleria,Unisex,Perfume,Classical,Leather,100_ml,2012,"Myrrh, Hazelnut, Incense, Iris, Sandalwood, Patchouli, Leather, White Musk, Labdanum",Eau de Parfum,"Myrrh, Hazelnut, Incense","Carnation, Orange Blossom, Jasmine","Juniper Berries, Guaiac Wood, Vanilla"
Profumo di Pantelleria Jailia EDP,828 ,No-Rate,0,"['Profumo di Pantelleria', 'Unisex', 'Perfume', 'Dynamic', 'Citrus', '100 ml', 'Pineapple, Bitter Orange, Bergamot, White Honey, Red Berries, Peach, Patchouli, Chocolate, Vanilla, Amber.', 'Eau de Parfum', 'Pineapple, Bitter Orange, Bergamot', 'White honey, Red berries, Peach', 'Patchouli, Mexican Chocolate, Vanilla, Amber.']",Profumo di Pantelleria,Unisex,Perfume,Dynamic,Citrus,100_ml,2019,"Pineapple, Bitter Orange, Bergamot, White Honey, Red Berries, Peach, Patchouli, Chocolate, Vanilla, Amber.",Eau de Parfum,"Pineapple, Bitter Orange, Bergamot","Whiskey, Rose",Tuberose
Profumo di Pantelleria Joyann EDP,828 ,No-Rate,0,"['Profumo di Pantelleria', 'Unisex', 'Perfume', 'Sensual', 'Floral', '100 ml', '2017', 'Wisteria, White Rose, Narcissus, Sicilian Lemon, Jasmine, Patchouli, Vetiver, Cedarwood, White Musk, Amber.', 'Eau de Parfum', 'Wisteria, White Rose, Narcissus, Sicilian Lemon', 'Jasmine, Patchouli, Vetiver, Cedarwood', 'White Musk, Amber.']",Profumo di Pantelleria,Unisex,Perfume,Sensual,Floral,100_ml,2017,"Wisteria, White Rose, Narcissus, Sicilian Lemon, Jasmine, Patchouli, Vetiver, Cedarwood, White Musk, Amber.",Eau de Parfum,"Wisteria, White Rose, Narcissus, Sicilian Lemon","Jasmine, Iris, White Pepper","Vetiver, Crystal Amber."
Profumo di Pantelleria Profumi di Pantelleria EDP,828 ,No-Rate,0,"['Profumo di Pantelleria', 'Unisex', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '1998', 'Amalfi Lemon, Bitter Orange, Lavender, Orange, Mandarin, Basil, Neroli, Rosemary, Thyme, Jasmine, Geranium, Oak Moss, Amber, Patchouli.', 'Eau de Parfum', 'Amalfi Lemon, Bitter Orange, Lavender, Orange, Mandarin', 'Basil, Orange Blossom, Rosemary, Thyme, Jasmine, Geranium', 'Oak Moss, Amber, Patchouli.']",Profumo di Pantelleria,Unisex,Perfume,Dynamic,Citrus,100_ml,1998,"Amalfi Lemon, Bitter Orange, Lavender, Orange, Mandarin, Basil, Neroli, Rosemary, Thyme, Jasmine, Geranium, Oak Moss, Amber, Patchouli.",Eau de Parfum,"Amalfi Lemon, Bitter Orange, Lavender, Orange, Mandarin","iris, Sandalwood, Patchouli","Guaiac Wood, Oud, Patchouli"
The Harmonist Sun Force EDP,1508 ,No-Rate,0,"['The Harmonist', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '50 ml', '2020', 'Pomelo, saffron, Bulgarian rose, Honey, Cardamom, Frankincense, Benzoin, Vetiver, Musk, Sandalwood.', 'Eau de Parfum', 'Pomelo, Saffron, Bulgarian Rose', 'Honey, Cardamom, Frankincense', 'Benzoin, Vetiver, Musk, Sandalwood.']",The Harmonist,Unisex,Perfume,Charismatic,Oriental,50_ml,2020,"Pomelo, saffron, Bulgarian rose, Honey, Cardamom, Frankincense, Benzoin, Vetiver, Musk, Sandalwood.",Eau de Parfum,"Pomelo, Saffron, Bulgarian Rose","White honey, Red berries, Peach","Black Tea, Amber, Musk, Cedarwood."
The Harmonist Sacred Water Refill EDP,503 ,No-Rate,0,"['The Harmonist', 'Unisex', 'Perfume', 'Extravagant', 'Aquatic', '50 ml', '2015', ', Aldehydes, Seaweed, Cedar, Amber, Notes of Ozone', 'Eau de Parfum', 'Iodine, Aldehydes', 'Seaweed', 'Gray Amber, Notes of Ozone, Cedar']",The Harmonist,Unisex,Perfume,Extravagant,Aquatic,50_ml,2015,", Aldehydes, Seaweed, Cedar, Amber, Notes of Ozone",Eau de Parfum,"Iodine, Aldehydes","Jasmine, Patchouli, Vetiver, Cedarwood","White Musk, Tonka Bean."
The Harmonist Sacred Water EDP,951 ,No-Rate,0,"['The Harmonist', 'Unisex', 'Perfume', 'Extravagant', 'Aquatic', '50 ml', '2015', 'Sea Notes, Ozone, Spicy Mint, Seaweed, Amber, Woods', 'Eau de Parfum', 'sea Notes, Ozone', 'Spicy Mint, Seaweed', 'Amber, Wood']",The Harmonist,Unisex,Perfume,Extravagant,Aquatic,50_ml,2015,"Sea Notes, Ozone, Spicy Mint, Seaweed, Amber, Woods",Eau de Parfum,"sea Notes, Ozone","Basil, Orange Blossom, Rosemary, Thyme, Jasmine, Geranium","Leather, White Musk, Labdanum"
The Harmonist Royal Earth Refill EDP,503 ,No-Rate,0,"['The Harmonist', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '50 ml', '2015', 'Carrot Seed, Ambrette, Neroli, Iris, Heliotrope, Tonka Bean, Sandalwood, Vetiver', 'Eau de Parfum', 'Carrot Seeds, Ambrette', 'Neroli, Iris, Heliotrope', 'Tonka Bean, Sandalwood, Vetiver']",The Harmonist,Unisex,Perfume,Extravagant,Aromatic,50_ml,2015,"Carrot Seed, Ambrette, Neroli, Iris, Heliotrope, Tonka Bean, Sandalwood, Vetiver",Eau de Parfum,"Carrot Seeds, Ambrette","Honey, Cardamom, Frankincense","Patchouli, Mexican Chocolate, Vanilla, Amber."
The Harmonist Royal Earth EDP,951 ,No-Rate,0,"['The Harmonist', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '50 ml', '2015', 'Carrot Seed, Angelica, Bergamot, Tuscan Iris, Neroli, Sandalwood.', 'Eau de Parfum', 'Carrot Seed, Angelica, Bergamot', 'Tuscan Iris', 'Orange Blossom, Sandalwood.']",The Harmonist,Unisex,Perfume,Extravagant,Aromatic,50_ml,2015,"Carrot Seed, Angelica, Bergamot, Tuscan Iris, Neroli, Sandalwood.",Eau de Parfum,"Carrot Seed, Angelica, Bergamot",Seaweed,"White Musk, Amber."
The Harmonist Moon Glory EDP,1508 ,No-Rate,0,"['The Harmonist', 'Unisex', 'Perfume', 'Sensual', 'Floral', '50 ml', '2020', 'Ylang-ylang, Jasmine, Litchi, Organic Honey, Flower, Balsam, Musk, Wood', 'Eau de Parfum', 'Ylang-ylang, Jasmine, Lychee', 'Organic Honey, Flower', 'Balsam, Musk, Wood']",The Harmonist,Unisex,Perfume,Sensual,Floral,50_ml,2020,"Ylang-ylang, Jasmine, Litchi, Organic Honey, Flower, Balsam, Musk, Wood",Eau de Parfum,"Ylang-ylang, Jasmine, Lychee","Spicy Mint, Seaweed","Oak Moss, Amber, Patchouli."
The Harmonist Matrix Metal Refill EDP,503 ,No-Rate,0,"['The Harmonist', 'Unisex', 'Perfume', 'Natural', 'Woody', '50 ml', '2015', 'Metallic Notes, Pine, Saffron, Juniper Berries, Sclarine, Aldehydes, Myrrh, Vetiver, Amber', 'Eau de Parfum', 'Metallic Notes, Pine, Saffron', 'Juniper Berries, Sclarine, Aldehydes', 'Myrrh, Vetiver, Amber']",The Harmonist,Unisex,Perfume,Natural,Woody,50_ml,2015,"Metallic Notes, Pine, Saffron, Juniper Berries, Sclarine, Aldehydes, Myrrh, Vetiver, Amber",Eau de Parfum,"Metallic Notes, Pine, Saffron","Neroli, Iris, Heliotrope","Benzoin, Vetiver, Musk, Sandalwood."
The Harmonist Matrix Metal EDP,951 ,No-Rate,0,"['The Harmonist', 'Unisex', 'Perfume', 'Natural', 'Woody', '50 ml', '2015', 'Aldehydes, Juniper Berries, Woody Notes, Amber, Pine, Vetiver, Myrrh, Amber.', 'Eau de Parfum', 'Aldehydes, Juniper Berries', 'Woody, Amber', 'Pine, Vetiver, Myrrh, Amber.']",The Harmonist,Unisex,Perfume,Natural,Woody,50_ml,2015,"Aldehydes, Juniper Berries, Woody Notes, Amber, Pine, Vetiver, Myrrh, Amber.",Eau de Parfum,"Aldehydes, Juniper Berries",Tuscan Iris,"Gray Amber, Notes of Ozone, Cedar"
The Harmonist Golden Wood Refill EDP,503 ,No-Rate,0,"['The Harmonist', 'Unisex', 'Perfume', 'Natural', 'Woody', '50 ml', '2015', 'Mandarin, Malted Marley, Pepper, Caprova Wood, Beeswax, Oak, Tonka Bean, Birch, Amber', 'Eau de Parfum', 'Mandarin, Malted Barley, Pepper', 'Caprova Wood, Beeswax, Oak', 'Tonka bean, Birch, Amber']",The Harmonist,Unisex,Perfume,Natural,Woody,50_ml,2015,"Mandarin, Malted Marley, Pepper, Caprova Wood, Beeswax, Oak, Tonka Bean, Birch, Amber",Eau de Parfum,"Mandarin, Malted Barley, Pepper","Organic Honey, Flower","Amber, Wood"
The Harmonist Golden Wood EDP,951 ,No-Rate,0,"['The Harmonist', 'Unisex', 'Perfume', 'Natural', 'Woody', '50 ml', '2015', 'Barley, Elemi, Yellow Mandarin, Oak, Capryova, Black Pepper, Tonka Bean, Birch, Leather.', 'Eau de Parfum', 'Barley, Elemi, Yellow Mandarin', 'Oak, Capryova, Black Pepper', 'Tonka Bean, Birch, Leather.']",The Harmonist,Unisex,Perfume,Natural,Woody,50_ml,2015,"Barley, Elemi, Yellow Mandarin, Oak, Capryova, Black Pepper, Tonka Bean, Birch, Leather.",Eau de Parfum,"Barley, Elemi, Yellow Mandarin","Juniper Berries, Sclarine, Aldehydes","Tonka Bean, Sandalwood, Vetiver"
Ormonde Jayne Ta'if Elixir EDP,1120 ,No-Rate,0,"['Ormonde Jayne', 'Unisex', 'Perfume', 'Natural', 'Woody', '50 ml', '2019', 'Dates, Saffron, Pink Pepper, Rose , Freesia, Jasmine, French Orange Flower, Cambodian oud, Amber', 'Eau de Parfum', 'Dates, Saffron, Pink Pepper', 'Rose, Freesia, Jasmine, French Orange Flower', 'Cambodian Oud, Amber']",Ormonde Jayne,Unisex,Perfume,Natural,Woody,50_ml,2019,"Dates, Saffron, Pink Pepper, Rose , Freesia, Jasmine, French Orange Flower, Cambodian oud, Amber",Eau de Parfum,"Dates, Saffron, Pink Pepper","Woody, Amber","Orange Blossom, Sandalwood."
Ormonde Jayne Royal Elixir EDP,991 ,No-Rate,0,"['Ormonde Jayne', 'Unisex', 'Perfume', 'Sensual', 'Floral', '50 ml', '2019', 'Green Notes, Bergamot, Orange, Jasmine, Osmanthus, Amber, Rose, Orris, Orchid, Ambroxan, Tonka Bean, Patchouli, Cedarwood, Musk.', 'Eau de Parfum', 'Green Notes, Bergamot, Orange', 'Jasmine, Osmanthus, Amber, Rose Oil, Iris And OrchiO', 'Ambroxan, Tonka Bean, Patchouli, Cedarwood, Musk.']",Ormonde Jayne,Unisex,Perfume,Sensual,Floral,50_ml,2019,"Green Notes, Bergamot, Orange, Jasmine, Osmanthus, Amber, Rose, Orris, Orchid, Ambroxan, Tonka Bean, Patchouli, Cedarwood, Musk.",Eau de Parfum,"Green Notes, Bergamot, Orange","Caprova Wood, Beeswax, Oak","Balsam, Musk, Wood"
Ormonde Jayne Osmanthus Elixir EDP,991 ,No-Rate,0,"['Ormonde Jayne', 'Unisex', 'Perfume', 'Sensual', 'Floral', '50 ml', '2019', 'Grapefruit, Davana, Sweet Pepper, Osmanthus, Water Lily, Jasmine Sambac, Cedarwood, Vetiver, Musk, Labdanum.', 'Eau de Parfum', 'Grapefruit, Davana, Spanish Sweet Pepper', 'Osmanthus, Water Lily, Jasmine Sambac', 'Cedar, Vetiver, Musk, Labdanum.']",Ormonde Jayne,Unisex,Perfume,Sensual,Floral,50_ml,2019,"Grapefruit, Davana, Sweet Pepper, Osmanthus, Water Lily, Jasmine Sambac, Cedarwood, Vetiver, Musk, Labdanum.",Eau de Parfum,"Grapefruit, Davana, Spanish Sweet Pepper","Oak, Capryova, Black Pepper","Myrrh, Vetiver, Amber"
Ormonde Jayne Levant EDP,762 ,No-Rate,0,"['Ormonde Jayne', 'Unisex', 'Perfume', 'Sensual', 'Floral', '50 ml', '2020', 'Mandarin Orange, Bergamot, Rose, Neroli, Peony, Jasmine, Lily-of-the-Valley, Cedarwood, Musk, Amber.', 'Eau de Parfum', 'Mandarin Orange, Bergamot, Rose', 'Orange Blossom, Peony, Jasmine, Lily of the valley', 'Cedar, Musk, Amber.']",Ormonde Jayne,Unisex,Perfume,Sensual,Floral,50_ml,2020,"Mandarin Orange, Bergamot, Rose, Neroli, Peony, Jasmine, Lily-of-the-Valley, Cedarwood, Musk, Amber.",Eau de Parfum,"Mandarin Orange, Bergamot, Rose","Rose, Freesia, Jasmine, French Orange Flower","Pine, Vetiver, Myrrh, Amber."
